#     r         beta        Ep   
   3.80000     1.00000   107.46832
   3.90000     1.00000   107.92618
   4.00000     1.00000   107.52460
   4.10000     1.00000   107.65796
   4.20000     1.00000   107.69010
   4.30000     1.00000   107.79587
   4.40000     1.00000   107.86301
   4.50000     1.00000   107.86716
   4.60000     1.00000   107.76948
   4.70000     1.00000   107.79861
   4.80000     1.00000   107.53935
   4.90000     1.00000   107.47101
   5.00000     1.00000   107.87963
   0.10000     1.10000   107.81030
   0.20000     1.10000   107.16362
   0.30000     1.10000   106.46082
   0.40000     1.10000   106.55082
   0.50000     1.10000   105.89501
   0.60000     1.10000   105.24805
   0.70000     1.10000   104.06942
   0.80000     1.10000   103.08577
   0.90000     1.10000   102.09699
   1.00000     1.10000   101.39205
   1.10000     1.10000   100.18695
   1.20000     1.10000    99.00023
   1.30000     1.10000   108.04943
   1.40000     1.10000   107.59876
   1.50000     1.10000   107.55268
   1.60000     1.10000   107.58545
   1.70000     1.10000   107.79290
   1.80000     1.10000   107.43266
   1.90000     1.10000   107.93354
   2.00000     1.10000   107.54702
   2.10000     1.10000   107.63188
   2.20000     1.10000   107.82523
   2.30000     1.10000   107.65946
   2.40000     1.10000   107.87693
   2.50000     1.10000   107.90878
   2.60000     1.10000   107.57485
   2.70000     1.10000   107.78860
   2.80000     1.10000   107.75536
   2.90000     1.10000   107.47300
   3.00000     1.10000   108.09486
   3.10000     1.10000   107.65380
   3.20000     1.10000   107.75904
   3.30000     1.10000   107.70657
   3.40000     1.10000   107.17690
   3.50000     1.10000   107.81188
   3.60000     1.10000   107.75539
   3.70000     1.10000   107.89522
   3.80000     1.10000   107.74288
   3.90000     1.10000   107.88195
   4.00000     1.10000   107.90285
   4.10000     1.10000   107.33677
   4.20000     1.10000   107.71120
   4.30000     1.10000   107.81262
   4.40000     1.10000   107.49595
   4.50000     1.10000   107.57934
   4.60000     1.10000   107.60907
   4.70000     1.10000   107.65364
   4.80000     1.10000   108.04553
   4.90000     1.10000   107.86078
   5.00000     1.10000   107.49841
   0.10000     1.20000   107.16858
   0.20000     1.20000   106.74287
   0.30000     1.20000   106.91307
   0.40000     1.20000   106.03404
   0.50000     1.20000   105.32730
   0.60000     1.20000   104.90300
   0.70000     1.20000   104.02818
   0.80000     1.20000   102.36488
   0.90000     1.20000   101.59018
   1.00000     1.20000   100.42521
   1.10000     1.20000    99.37432
   1.20000     1.20000    98.29561
   1.30000     1.20000   107.85084
   1.40000     1.20000   107.60470
   1.50000     1.20000   107.36414
   1.60000     1.20000   107.84719
   1.70000     1.20000   107.92289
   1.80000     1.20000   107.90490
   1.90000     1.20000   107.72631
   2.00000     1.20000   108.09242
   2.10000     1.20000   108.01363
   2.20000     1.20000   107.83853
   2.30000     1.20000   107.90458
   2.40000     1.20000   107.69746
   2.50000     1.20000   107.71195
   2.60000     1.20000   107.67771
   2.70000     1.20000   107.75968
   2.80000     1.20000   108.07933
   2.90000     1.20000   107.65803
   3.00000     1.20000   107.73238
   3.10000     1.20000   107.66017
   3.20000     1.20000   107.86573
   3.30000     1.20000   107.63632
   3.40000     1.20000   107.39488
   3.50000     1.20000   107.77666
   3.60000     1.20000   107.92071
   3.70000     1.20000   107.43050
   3.80000     1.20000   107.53948
   3.90000     1.20000   107.77391
   4.00000     1.20000   107.84464
   4.10000     1.20000   107.68304
   4.20000     1.20000   107.42489
   4.30000     1.20000   107.66234
   4.40000     1.20000   107.51872
   4.50000     1.20000   107.92456
   4.60000     1.20000   107.79180
   4.70000     1.20000   107.27546
   4.80000     1.20000   107.95210
   4.90000     1.20000   107.44298
   5.00000     1.20000   107.69244
   0.10000     1.30000   107.54905
   0.20000     1.30000   107.09757
   0.30000     1.30000   106.49562
   0.40000     1.30000   105.58502
   0.50000     1.30000   105.41493
   0.60000     1.30000   104.16785
   0.70000     1.30000   103.07367
   0.80000     1.30000   102.43755
   0.90000     1.30000   100.81172
   1.00000     1.30000   100.24526
   1.10000     1.30000    98.80571
   1.20000     1.30000    97.65091
   1.30000     1.30000    96.68449
   1.40000     1.30000   107.43353
   1.50000     1.30000   107.85556
   1.60000     1.30000   107.56848
   1.70000     1.30000   107.91315
   1.80000     1.30000   107.89029
   1.90000     1.30000   107.75981
   2.00000     1.30000   107.93236
   2.10000     1.30000   107.75502
   2.20000     1.30000   107.89934
   2.30000     1.30000   107.58404
   2.40000     1.30000   107.69243
   2.50000     1.30000   108.18795
   2.60000     1.30000   107.67527
   2.70000     1.30000   108.11696
   2.80000     1.30000   107.53963
   2.90000     1.30000   108.09666
   3.00000     1.30000   107.79527
   3.10000     1.30000   107.97581
   3.20000     1.30000   107.67656
   3.30000     1.30000   107.67558
   3.40000     1.30000   107.65300
   3.50000     1.30000   107.68636
   3.60000     1.30000   107.20433
   3.70000     1.30000   107.82134
   3.80000     1.30000   107.91463
   3.90000     1.30000   107.64004
   4.00000     1.30000   107.57087
   4.10000     1.30000   107.76607
   4.20000     1.30000   107.64146
   4.30000     1.30000   107.50657
   4.40000     1.30000   107.85742
   4.50000     1.30000   107.70384
   4.60000     1.30000   107.67127
   4.70000     1.30000   107.84703
   4.80000     1.30000   107.97275
   4.90000     1.30000   108.07949
   5.00000     1.30000   107.64258
   0.10000     1.40000   107.57414
   0.20000     1.40000   106.87873
   0.30000     1.40000   106.92222
   0.40000     1.40000   105.59593
   0.50000     1.40000   104.72441
   0.60000     1.40000   104.00410
   0.70000     1.40000   102.90506
   0.80000     1.40000   102.35753
   0.90000     1.40000   100.51028
   1.00000     1.40000    99.72207
   1.10000     1.40000    98.00761
   1.20000     1.40000    96.79723
   1.30000     1.40000    95.93671
   1.40000     1.40000   107.99219
   1.50000     1.40000   107.75468
   1.60000     1.40000   107.78826
   1.70000     1.40000   107.66026
   1.80000     1.40000   107.48304
   1.90000     1.40000   107.53624
   2.00000     1.40000   107.78512
   2.10000     1.40000   107.59904
   2.20000     1.40000   107.85614
   2.30000     1.40000   107.96325
   2.40000     1.40000   108.11117
   2.50000     1.40000   107.96937
   2.60000     1.40000   107.71932
   2.70000     1.40000   107.39926
   2.80000     1.40000   107.68683
   2.90000     1.40000   107.82347
   3.00000     1.40000   107.74597
   3.10000     1.40000   107.85001
   3.20000     1.40000   107.60682
   3.30000     1.40000   107.64332
   3.40000     1.40000   107.98746
   3.50000     1.40000   107.77931
   3.60000     1.40000   107.63713
   3.70000     1.40000   107.60131
   3.80000     1.40000   107.63694
   3.90000     1.40000   107.53033
   4.00000     1.40000   107.67650
   4.10000     1.40000   107.56711
   4.20000     1.40000   107.78834
   4.30000     1.40000   107.95119
   4.40000     1.40000   107.14850
