#     r         beta        Ep   
   0.80000     1.30000   174.23088
   0.90000     1.30000   172.41577
   1.00000     1.30000   186.87317
   1.10000     1.30000   186.53270
   1.20000     1.30000   186.72214
   1.30000     1.30000   186.25726
   1.40000     1.30000   186.06012
   1.50000     1.30000   186.50794
   1.60000     1.30000   186.66267
   1.70000     1.30000   186.11373
   1.80000     1.30000   185.79848
   1.90000     1.30000   186.07964
   2.00000     1.30000   185.77666
   2.10000     1.30000   186.31816
   2.20000     1.30000   185.94939
   2.30000     1.30000   186.06607
   2.40000     1.30000   186.28212
   2.50000     1.30000   186.09998
   2.60000     1.30000   186.46824
   2.70000     1.30000   186.47644
   2.80000     1.30000   186.36799
   2.90000     1.30000   185.67969
   3.00000     1.30000   186.06130
   3.10000     1.30000   186.14974
   3.20000     1.30000   186.61103
   3.30000     1.30000   186.18530
   3.40000     1.30000   186.32987
   3.50000     1.30000   186.07513
   3.60000     1.30000   186.21824
   3.70000     1.30000   185.91590
   3.80000     1.30000   185.84193
   3.90000     1.30000   186.17709
   4.00000     1.30000   185.54264
   4.10000     1.30000   186.15536
   4.20000     1.30000   186.02266
   4.30000     1.30000   186.65943
   4.40000     1.30000   185.85450
   4.50000     1.30000   186.05576
   4.60000     1.30000   186.17204
   4.70000     1.30000   185.89947
   4.80000     1.30000   185.29494
   4.90000     1.30000   186.09843
   5.00000     1.30000   186.24294
   0.10000     1.40000   185.09644
   0.20000     1.40000   183.65339
   0.30000     1.40000   183.05749
   0.40000     1.40000   181.18872
   0.50000     1.40000   180.18770
   0.60000     1.40000   177.68395
   0.70000     1.40000   176.29713
   0.80000     1.40000   173.58363
   0.90000     1.40000   171.69620
   1.00000     1.40000   185.35152
   1.10000     1.40000   186.05744
   1.20000     1.40000   185.49769
   1.30000     1.40000   186.59534
   1.40000     1.40000   186.07459
   1.50000     1.40000   186.16287
   1.60000     1.40000   186.80829
   1.70000     1.40000   186.42887
   1.80000     1.40000   185.86428
   1.90000     1.40000   186.38832
   2.00000     1.40000   186.24406
   2.10000     1.40000   186.63324
   2.20000     1.40000   186.35140
   2.30000     1.40000   186.65164
   2.40000     1.40000   186.99219
   2.50000     1.40000   186.14243
   2.60000     1.40000   186.09600
   2.70000     1.40000   185.82586
   2.80000     1.40000   185.72057
   2.90000     1.40000   185.74831
   3.00000     1.40000   186.09906
   3.10000     1.40000   186.00564
   3.20000     1.40000   186.74717
   3.30000     1.40000   186.34312
   3.40000     1.40000   186.33387
   3.50000     1.40000   186.52642
   3.60000     1.40000   187.03999
   3.70000     1.40000   186.23082
   3.80000     1.40000   186.21341
   3.90000     1.40000   185.50272
   4.00000     1.40000   186.88630
   4.10000     1.40000   186.20794
   4.20000     1.40000   186.64181
   4.30000     1.40000   186.38922
   4.40000     1.40000   186.33952
   4.50000     1.40000   185.88492
   4.60000     1.40000   186.43883
   4.70000     1.40000   186.68886
   4.80000     1.40000   185.68731
   4.90000     1.40000   186.01272
   5.00000     1.40000   186.24845
   0.10000     1.50000   185.90747
   0.20000     1.50000   184.17833
   0.30000     1.50000   182.94220
   0.40000     1.50000   181.24313
   0.50000     1.50000   179.26256
   0.60000     1.50000   177.25309
   0.70000     1.50000   174.95629
   0.80000     1.50000   172.64012
   0.90000     1.50000   171.38983
   1.00000     1.50000   185.91890
   1.10000     1.50000   185.97030
   1.20000     1.50000   185.97344
   1.30000     1.50000   186.46031
   1.40000     1.50000   186.03904
   1.50000     1.50000   186.97878
   1.60000     1.50000   186.10129
   1.70000     1.50000   186.51000
   1.80000     1.50000   186.22148
   1.90000     1.50000   186.36176
   2.00000     1.50000   186.52629
   2.10000     1.50000   186.61531
   2.20000     1.50000   186.63867
   2.30000     1.50000   185.91541
   2.40000     1.50000   186.59778
