# bifParam=meanDeficit, maxAmp, minAmp, x1_last, x2_last, y_last
2.5,0.25019655848,0.192569174134,0.199902133202,0.00322792142034,0.253244129394
2.51,0.250889136441,0.191267392813,0.221467479249,0.0286456048639,0.240638013294
2.52,0.251569522939,0.189983327913,0.255194630689,0.0391004805403,0.264582653346
2.53,0.252229581916,0.188716976519,0.252254668713,2.89214050351e-05,0.296896288651
2.54,0.252881779149,0.187468731484,0.207138748959,0.0,0.281560317909
2.55,0.253515755707,0.186238545563,0.196900909999,0.00808818932475,0.247870799743
2.56,0.254141516395,0.18502622922,0.225733453868,0.0372811789247,0.239957577507
2.57,0.254740801835,0.183831927185,0.261863740977,0.0441941699056,0.27054980947
2.58,0.255349337937,0.182655254688,0.252677093181,0.0,0.304207899882
2.59,0.255919879715,0.181496327536,0.201640211813,0.0,0.283650166595
2.6,0.256502306932,0.180354492755,0.192649879637,0.00956598803874,0.247103608657
2.61,0.257063027517,0.179229898812,0.223864495783,0.0413861446882,0.237981611793
2.62,0.257597848237,0.178122112564,0.264046599464,0.0518337345548,0.269350777104
2.63,0.258125142826,0.177030582949,0.259995616818,0.00283582654886,0.309669722491
2.64,0.258663578668,0.175955738953,0.202596109076,0.0,0.29193395755
2.65,0.259179494608,0.174896287252,0.18626166183,0.0067956954458,0.251293367384
2.66,0.259679830016,0.173852897367,0.215330234706,0.0401002215996,0.235206030446
2.67,0.260170284105,0.172824558151,0.259744143607,0.0600736352058,0.260548597254
2.68,0.260638788586,0.171811250187,0.272652811155,0.0219104778069,0.309858973977
2.69,0.261119582674,0.170812751503,0.213582674549,0.0,0.306117513252
2.7,0.261575924188,0.169828471349,0.180235894651,0.00172564427459,0.262344499637
2.71,0.26202083359,0.168858333906,0.201068294788,0.0322024751086,0.234978180157
2.72,0.262466957183,0.16790198742,0.246418671198,0.0633153554458,0.246916263644
2.73,0.262885825389,0.166959102485,0.281154460346,0.0491744230048,0.297802512902
2.74,0.263315513473,0.166029330155,0.239428363875,0.0,0.321851416151
2.75,0.263722705131,0.165112639254,0.181132655682,0.0,0.282277703782
2.76,0.264124098095,0.164208270007,0.184158099913,0.01822021797,0.242163647644
2.77,0.264515705163,0.163316706639,0.224358491695,0.0563915341043,0.235092485112
2.7800000000000002,0.264879459319,0.162437032432,0.273034572565,0.0706700187471,0.272376609175
2.79,0.265253045542,0.161569186045,0.274416861631,0.0144042882142,0.325783996608
2.8,0.265650808893,0.160712911866,0.200827397646,0.0,0.310255116157
2.81,0.266014572096,0.159868186881,0.171429500103,0.00344590518046,0.261443282607
2.82,0.266361095667,0.159034150114,0.197285609977,0.0382241025246,0.233225522761
2.83,0.2667108473,0.158211406275,0.246766961149,0.0730954549116,0.245226596282
2.84,0.266997243477,0.157399432732,0.288622477043,0.063192067949,0.300333888835
2.85,0.267360340636,0.156597358712,0.249000574746,0.0,0.334599618805
2.86,0.267689985083,0.155805658586,0.177344597384,0.0,0.29476117237
2.87,0.267998701744,0.155024187106,0.172422580005,0.0137895016954,0.248251342268
2.88,0.268317622613,0.154252467724,0.210680175067,0.0546762323457,0.231512067039
2.89,0.2685889865,0.153490198813,0.264198101199,0.0826548560144,0.258485208442
2.9,0.26890126948,0.152737595945,0.292854992928,0.0489958115557,0.321843918296
2.91,0.269188370786,0.151993813917,0.224949609307,0.0,0.333761718287
2.92,0.269478442206,0.151259442132,0.165855473407,0.0,0.283981756968
2.93,0.269754154003,0.150534108592,0.175448919174,0.0233801904985,0.241461165537
2.94,0.27001270979,0.149816805573,0.220377940345,0.0661842895413,0.23269600456
2.95,0.27028096528,0.149108561476,0.275805447405,0.0881765800954,0.269713393618
2.96,0.270538130479,0.148408287755,0.291808763291,0.0368072284868,0.33557513455
2.97,0.270773301419,0.147716411215,0.208924731088,0.0,0.332001974288
2.98,0.271029093422,0.147032894308,0.159632270749,0.000309231290084,0.278286038709
2.99,0.271265436634,0.146356884126,0.177167224394,0.0300859388525,0.238370391465
3.0,0.271498290751,0.145688628685,0.22593098497,0.0738698394624,0.234087607057
3.01,0.27171076533,0.145027937994,0.282760168175,0.0925830402329,0.276933964997
3.02,0.271935795509,0.144374791537,0.291126382936,0.0307785209559,0.34404823461
3.0300000000000002,0.2721580383,0.143728925949,0.200342707908,0.0,0.332635293235
3.04,0.272369739877,0.143090312679,0.155317443828,0.000880176189213,0.2769034531
3.05,0.272568117275,0.142458704664,0.17648911029,0.03353460194,0.237578243508
3.06,0.272775219441,0.141834141621,0.227433172019,0.0784969002347,0.234556715587
3.0700000000000003,0.272963516227,0.141216525978,0.286012232966,0.097308024557,0.279677618989
3.08,0.273160813527,0.140605197896,0.293341446691,0.0318027653465,0.349274613018
3.09,0.273338613569,0.140000596076,0.197577609373,0.0,0.336206373018
3.1,0.27333007334,0.13940284985,0.151629385893,0.000886945901791,0.278873573371
3.11,0.273686912673,0.138810761333,0.173562479621,0.0342076785863,0.238344532038
3.12,0.273858134598,0.138225116958,0.225665865773,0.0807325839404,0.23408934101
3.13,0.274025628535,0.137645992916,0.286386628551,0.102399819762,0.278745640611
3.14,0.274196262684,0.137072337106,0.298256620015,0.0386536933145,0.352138452305
