# bifParam=meanDeficit, maxAmp, minAmp, x1_last, x2_last, y_last
2.5,0.250197051156,0.192569161742,0.249496632232,0.0376241082886,0.25852663085
2.51,0.250888053745,0.191267378927,0.255575201638,0.00841686499009,0.291774959248
2.52,0.25157074782,0.189983318578,0.215148281358,0.0,0.28547092538
2.53,0.252229945764,0.18871698475,0.196873476367,0.0037944091421,0.252985679394
2.54,0.252886063529,0.187468729589,0.219128280179,0.0304076103953,0.239174473401
2.55,0.253522143364,0.186238541757,0.254971401488,0.0443154153096,0.261698599317
2.56,0.254143953986,0.18502622982,0.259295682975,0.00885872663071,0.298835922138
2.57,0.254737243074,0.183831922739,0.212254822785,0.0,0.290263750801
2.58,0.255350298008,0.182655251866,0.191727702221,0.00378542309839,0.254196172667
2.59,0.255931103371,0.181496328858,0.214650344836,0.0324010733006,0.237130111086
2.6,0.256501951183,0.180354494012,0.25409915053,0.0515600558798,0.25762907445
2.61,0.257056315923,0.179229900095,0.267761375106,0.0207056565674,0.300893557042
2.62,0.257607858751,0.178122112716,0.218865965743,0.0,0.300817782925
2.63,0.258142704686,0.177030585783,0.186651414332,0.00105619492369,0.26222735108
2.64,0.258663151171,0.175955739063,0.203756423227,0.0278003037893,0.236660570967
2.65,0.259158886833,0.174896287369,0.244668012769,0.0557906539525,0.247410491475
2.66,0.259679447974,0.173852894361,0.275210325206,0.0423310748287,0.292865199368
2.67,0.260164354862,0.172824560098,0.238918047859,0.0,0.314151012321
2.68,0.260641755105,0.171811248878,0.186976195932,0.0,0.279046150085
2.69,0.261110441293,0.170812710399,0.188988744947,0.0165842939183,0.242370392473
2.7,0.261570704732,0.169828472442,0.225880400311,0.0513643999313,0.236627800662
2.71,0.262023195497,0.168858328925,0.269852561318,0.0626610384544,0.271733739185
2.72,0.262463467753,0.167901985323,0.269109755976,0.0104806565286,0.318871130185
2.73,0.262892876529,0.166959094292,0.203779465794,0.0,0.304350500072
2.74,0.263315326007,0.166029330215,0.177015824428,0.00331809635183,0.259595691536
2.75,0.263725954466,0.165112650681,0.200809882077,0.0356501557535,0.233958299136
2.76,0.264123720296,0.164208267757,0.246729785443,0.0671054697393,0.246322535686
2.77,0.264514000653,0.163316696769,0.283841459334,0.0557241609887,0.29739096899
2.7800000000000002,0.264888232582,0.162437014509,0.247022253564,0.0,0.327412420229
2.79,0.265267347138,0.161569188813,0.182228026512,0.0,0.290935148905
2.8,0.265647079687,0.160712912032,0.177074602511,0.0128717023236,0.247590597837
2.81,0.265995420216,0.159868179396,0.212642432586,0.0510041698164,0.232354357225
2.82,0.266354472866,0.159034121718,0.262522967758,0.0761502476022,0.258394591254
2.83,0.266707306991,0.158211408842,0.287907296425,0.0436671726354,0.316766246267
2.84,0.267046595612,0.157399294605,0.226393605346,0.0,0.327799431311
2.85,0.267360853162,0.15659735866,0.171134756395,0.0,0.281745039867
2.86,0.267690820964,0.155805633511,0.178905120057,0.0215045407233,0.241470098159
2.87,0.267996205427,0.155024187245,0.220738163692,0.0615938240233,0.233151872974
2.88,0.268315761348,0.154252469489,0.272552300243,0.0818514912055,0.267760173267
2.89,0.268599603018,0.153490160605,0.288352663322,0.0351699185865,0.328821109818
2.9,0.268905541633,0.152737589206,0.213979674788,0.0,0.32812346402
2.91,0.269195960404,0.151993851366,0.164924210328,8.42677206219e-05,0.278151425295
2.92,0.269481446827,0.151259441679,0.178728009395,0.0264797095855,0.239256578855
2.93,0.269711859398,0.150534101932,0.223633395008,0.0677856550932,0.233582025392
2.94,0.270022953947,0.149816806607,0.277140481537,0.0870621757466,0.271636735435
2.95,0.270270621037,0.149108561426,0.290833629171,0.0353374563475,0.335205657594
2.96,0.270537393706,0.148408456581,0.210658578008,0.0,0.331984487683
2.97,0.270784383871,0.147716408379,0.160738259468,9.34822567377e-05,0.280162035185
2.98,0.271022180166,0.147032882765,0.175121837347,0.0269787286794,0.240037394029
2.99,0.27126953219,0.146356878177,0.220783585539,0.0697024727405,0.232662578334
3.0,0.27149121419,0.145688610386,0.276228178161,0.0925807015298,0.269033269801
3.01,0.271722812476,0.145027949598,0.297073430706,0.0459993142988,0.336144181796
3.02,0.271945973584,0.144374814263,0.217175535079,0.0,0.340188602063
3.0300000000000002,0.27214617297,0.143728979954,0.158374086063,0.0,0.287929001178
3.04,0.27237315583,0.14309028333,0.168020477977,0.0229518730871,0.244099804212
3.05,0.27257677827,0.14245874006,0.212156033384,0.0668837455865,0.231060268832
3.06,0.27277688475,0.14183413972,0.269013218762,0.096794108289,0.260540154181
3.0700000000000003,0.272968363261,0.141216578234,0.304009786637,0.0658588270024,0.329324726334
3.08,0.273158794976,0.140605222161,0.235454024802,0.0,0.351402962877
3.09,0.273336349885,0.140000588961,0.160156107185,0.0,0.301897577083
3.1,0.273526255844,0.13940320154,0.158519101553,0.0151096902684,0.252689466386
3.11,0.273699483203,0.138810762711,0.198232681139,0.0586485937552,0.230777444176
3.12,0.273863333124,0.138225155625,0.254773147019,0.0966289576004,0.248561402895
3.13,0.274035209848,0.137645991911,0.304625672334,0.08904359167,0.312081580173
3.14,0.274185140886,0.137072332606,0.265907237969,0.0,0.360784257502
3.15,0.274352124448,0.136504800786,0.171412691384,0.0,0.322289118216
3.16,0.274501324227,0.135943225824,0.1493034536,0.00566836003562,0.267601416646
3.17,0.274643466643,0.13538735642,0.180203311939,0.0447951222632,0.234670148498
