# bifParam=meanDeficit, maxAmp, minAmp, x1_last, x2_last, y_last
2.5,0.0,0.0,4.0625,4.0625,7.5
2.51,0.0,0.0,4.06375,4.06375,7.5
2.52,0.0,0.0,4.065,4.065,7.5
2.53,0.0,0.0,4.06625,4.06625,7.5
2.54,0.0,0.0,4.0675,4.0675,7.5
2.55,0.0,0.0,4.06875,4.06875,7.5
2.56,0.0,0.0,4.07,4.07,7.5
2.57,0.0,0.0,4.07125,4.07125,7.5
2.58,0.0,0.0,4.0725,4.0725,7.5
2.59,0.0,0.0,4.07375,4.07375,7.5
2.6,0.0,0.0,4.075,4.075,7.5
2.61,0.0,0.0,4.07625,4.07625,7.5
2.62,0.0,0.0,4.0775,4.0775,7.5
2.63,0.0,0.0,4.07875,4.07875,7.5
2.64,0.0,0.0,4.08,4.08,7.5
2.65,0.0,0.0,4.08125,4.08125,7.5
2.66,0.0,0.0,4.0825,4.0825,7.5
2.67,0.0,0.0,4.08375,4.08375,7.5
2.68,0.0,0.0,4.085,4.085,7.5
2.69,0.0,0.0,4.08625,4.08625,7.5
2.7,0.0,0.0,4.0875,4.0875,7.5
2.71,0.0,0.0,4.08875,4.08875,7.5
2.72,0.0,0.0,4.09,4.09,7.5
2.73,0.0,0.0,4.09125,4.09125,7.5
2.74,0.0,0.0,4.0925,4.0925,7.5
2.75,0.0,0.0,4.09375,4.09375,7.5
2.76,0.0,0.0,4.095,4.095,7.5
2.77,0.0,0.0,4.09625,4.09625,7.5
2.7800000000000002,0.0,0.0,4.0975,4.0975,7.5
2.79,0.0,0.0,4.09875,4.09875,7.5
2.8,0.0,0.0,4.1,4.1,7.5
2.81,0.0,0.0,4.10125,4.10125,7.5
2.82,0.0,0.0,4.1025,4.1025,7.5
2.83,0.0,0.0,4.10375,4.10375,7.5
2.84,0.0,0.0,4.105,4.105,7.5
2.85,0.0,0.0,4.10625,4.10625,7.5
2.86,0.0,0.0,4.1075,4.1075,7.5
2.87,0.0,0.0,4.10875,4.10875,7.5
2.88,0.0,0.0,4.11,4.11,7.5
2.89,0.0,0.0,4.11125,4.11125,7.5
2.9,0.0,0.0,4.1125,4.1125,7.5
2.91,0.0,0.0,4.11375,4.11375,7.5
2.92,0.0,0.0,4.115,4.115,7.5
2.93,0.0,0.0,4.11625,4.11625,7.5
2.94,0.0,0.0,4.1175,4.1175,7.5
2.95,0.0,0.0,4.11875,4.11875,7.5
2.96,0.0,0.0,4.12,4.12,7.5
2.97,0.0,0.0,4.12125,4.12125,7.5
2.98,0.0,0.0,4.1225,4.1225,7.5
2.99,0.0,0.0,4.12375,4.12375,7.5
3.0,0.0,0.0,4.125,4.125,7.5
3.01,0.0,0.0,4.12625,4.12625,7.5
3.02,0.0,0.0,4.1275,4.1275,7.5
3.0300000000000002,0.0,0.0,4.12875,4.12875,7.5
3.04,0.0,0.0,4.13,4.13,7.5
3.05,0.0,0.0,4.13125,4.13125,7.5
3.06,0.0,0.0,4.1325,4.1325,7.5
3.0700000000000003,0.0,0.0,4.13375,4.13375,7.5
3.08,0.0,0.0,4.135,4.135,7.5
3.09,0.0,0.0,4.13625,4.13625,7.5
3.1,0.0,0.0,4.1375,4.1375,7.5
3.11,0.0,0.0,4.13875,4.13875,7.5
3.12,0.0,0.0,4.14,4.14,7.5
3.13,0.0,0.0,4.14125,4.14125,7.5
3.14,0.0,0.0,4.1425,4.1425,7.5
3.15,0.0,0.0,4.14375,4.14375,7.5
3.16,0.0,0.0,4.145,4.145,7.5
3.17,0.0,0.0,4.14625,4.14625,7.5
3.18,0.0,0.0,4.1475,4.1475,7.5
3.19,0.0,0.0,4.14875,4.14875,7.5
3.2,0.0,0.0,4.15,4.15,7.5
3.21,0.0,0.0,4.15125,4.15125,7.5
3.2199999999999998,0.0,0.0,4.1525,4.1525,7.5
3.23,0.0,0.0,4.15375,4.15375,7.5
3.24,0.0,0.0,4.155,4.155,7.5
3.25,0.0,0.0,4.15625,4.15625,7.5
3.26,0.0,0.0,4.1575,4.1575,7.5
3.27,0.0,0.0,4.15875,4.15875,7.5
3.2800000000000002,0.0,0.0,4.16,4.16,7.5
3.29,0.0,0.0,4.16125,4.16125,7.5
3.3,0.0,0.0,4.1625,4.1625,7.5
3.31,0.0,0.0,4.16375,4.16375,7.5
3.3200000000000003,0.0,0.0,4.165,4.165,7.5
3.33,0.0,0.0,4.16625,4.16625,7.5
3.34,0.0,0.0,4.1675,4.1675,7.5
3.35,0.0,0.0,4.16875,4.16875,7.5
3.36,0.0,0.0,4.17,4.17,7.5
