1.0,1.75511405703,1.75472498478,0.014107053526763383,0.0005
1.5,1.4238475,1.42184202391,0.0296,0.0
2.0,1.210683,1.20553198161,0.0432,0.0
2.5,1.041702,1.03475686316,0.0602,0.0
3.0,0.915735,0.907528716948,0.0772,0.0
3.5,0.8200915,0.81128844464,0.0896,0.0
4.0,0.745389,0.737688022284,0.1025,0.0
4.5,0.6851975,0.677409183213,0.1136,0.0
5.0,0.635847,0.629105040576,0.1251,0.0
5.5,0.592734,0.586139298893,0.1328,0.0
6.0,0.5556065,0.549751107484,0.1422,0.0
6.5,0.5230095,0.517254648153,0.1502,0.0
7.0,0.4946225,0.489558161573,0.1558,0.0
7.5,0.4689305,0.463664227447,0.1664,0.0
8.0,0.4463595,0.441919508375,0.1701,0.0
8.5,0.425617,0.421676349552,0.1738,0.0
9.0,0.4069825,0.403000121907,0.1797,0.0
9.5,0.3900045,0.386434581149,0.1799,0.0
10.0,0.374244,0.370417439703,0.1915,0.0
