1.0,2.66150303904,2.68473721591,0.20222519831049757,0.0293
1.5,1.82042921687,1.81845386534,0.15451807228915662,0.004
2.0,1.36731765883,1.36325627854,0.12356178089044523,0.0005
2.5,1.086975,1.07756589147,0.097,0.0
3.0,0.915735,0.907528716948,0.0772,0.0
3.5,0.7989115,0.792239466667,0.0625,0.0
4.0,0.712006,0.706939867772,0.0471,0.0
4.5,0.6435335,0.63986798509,0.0342,0.0
5.0,0.5888805,0.586109339642,0.0278,0.0
5.5,0.5428615,0.540907418761,0.0214,0.0
6.0,0.503574,0.502270509302,0.0163,0.0
6.5,0.4696785,0.468683544304,0.0125,0.0
7.0,0.440808,0.43999898898,0.0109,0.0
7.5,0.415063,0.414587068184,0.0071,0.0
8.0,0.392257,0.391909045226,0.005,0.0
8.5,0.372363,0.372038898382,0.0051,0.0
9.0,0.3537835,0.353528762172,0.0039,0.0
9.5,0.3374295,0.337273456295,0.0024,0.0
10.0,0.3224015,0.322287345957,0.0019,0.0
